PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req,Sch,Schedule Tally Delta,Net
273,NetClaim Multiskill - Global,11/3/2022,11/4/2022,20,0,5.36,9.93,,4.57
274,NetClaim Multiskill - Global,11/3/2022,11/4/2022,20,15,5.51,9.6,,4.09
275,NetClaim Multiskill - Global,11/3/2022,11/4/2022,20,30,7.99,10,,2.01
276,NetClaim Multiskill - Global,11/3/2022,11/4/2022,20,45,5.59,7.67,,2.08
277,NetClaim Multiskill - Global,11/3/2022,11/4/2022,21,0,6.79,7.67,,0.88
278,NetClaim Multiskill - Global,11/3/2022,11/4/2022,21,15,2.42,7,,4.58
279,NetClaim Multiskill - Global,11/3/2022,11/4/2022,21,30,4.28,6,,1.72
280,NetClaim Multiskill - Global,11/3/2022,11/4/2022,21,45,3.85,6.67,,2.82
281,NetClaim Multiskill - Global,11/3/2022,11/4/2022,22,0,3,3,,0
282,NetClaim Multiskill - Global,11/3/2022,11/4/2022,22,15,4,4,,0
283,NetClaim Multiskill - Global,11/3/2022,11/4/2022,22,30,0,3,,3
284,NetClaim Multiskill - Global,11/3/2022,11/4/2022,22,45,2.82,3,,0.18
285,NetClaim Multiskill - Global,11/3/2022,11/4/2022,23,0,2.87,4,,1.13
286,NetClaim Multiskill - Global,11/3/2022,11/4/2022,23,15,2.87,4,,1.13
287,NetClaim Multiskill - Global,11/3/2022,11/4/2022,23,30,3.29,3.67,,0.38
288,NetClaim Multiskill - Global,11/3/2022,11/4/2022,23,45,2.87,2.67,,-0.2
289,NetClaim Multiskill - Global,11/4/2022,11/5/2022,0,0,4.07,4,,-0.07
290,NetClaim Multiskill - Global,11/4/2022,11/5/2022,0,15,4.28,3.67,,-0.61
291,NetClaim Multiskill - Global,11/4/2022,11/5/2022,0,30,2.87,3,,0.13
292,NetClaim Multiskill - Global,11/4/2022,11/5/2022,0,45,2.87,3,,0.13
293,NetClaim Multiskill - Global,11/4/2022,11/5/2022,1,0,2.87,3,,0.13
294,NetClaim Multiskill - Global,11/4/2022,11/5/2022,1,15,0,3,,3
295,NetClaim Multiskill - Global,11/4/2022,11/5/2022,1,30,2.87,2.93,,0.06
296,NetClaim Multiskill - Global,11/4/2022,11/5/2022,1,45,2.87,1,,-1.87
297,NetClaim Multiskill - Global,11/4/2022,11/5/2022,2,0,2.18,2,,-0.18
298,NetClaim Multiskill - Global,11/4/2022,11/5/2022,2,15,3,3,,0
299,NetClaim Multiskill - Global,11/4/2022,11/5/2022,2,30,3,3,,0
